sample_id,legacy_test_sample_id,orig_index,tissue_name,gt_instance_count,gt_empty,density_bin,prediction_status,included_E1,included_E2,included_E3,pred_instance_count,bpq,dq,sq,aji_kumar,aji_plus,dice,tp,fp,fn,matched_iou_sum,fn_merged,fn_complex,fn_true_miss,fn_low_iou,fp_split,fp_complex,fp_spurious,fp_low_iou
fold3_0000048,sa_0004994,48,Breast,6,0,"[1,10)",AVAILABLE,1,1,1,3,0.3691911817222122,0.4444444444444444,0.8306801588749775,0.4181981174361273,0.4181981174361273,0.5897597977243995,2,1,4,1.6613611484301138,0,0,4,0,0,0,1,0
fold3_0000049,sa_0004995,49,Breast,9,0,"[1,10)",AVAILABLE,1,1,1,5,0.6370836431628025,0.7142857142857143,0.8919171004279235,0.6061788617886179,0.6061788617886179,0.754808665721806,5,0,4,4.459586394056718,0,0,4,0,0,0,0,0
fold3_0000050,sa_0004996,50,Breast,20,0,"[10,25)",AVAILABLE,1,1,1,13,0.5063457905276953,0.6666666666666666,0.759518685791543,0.5273823884197829,0.5096833289714734,0.7579093351824564,11,2,9,8.354706303225658,4,0,5,0,0,0,0,2
fold3_0000051,sa_0004997,51,Breast,45,0,"[25,50)",AVAILABLE,1,1,1,26,0.38398901950257,0.5070422535211268,0.7573116773522908,0.33755891025479473,0.42495406265405816,0.8442836924044661,18,8,27,13.631610949652911,18,7,2,0,0,3,1,4
fold3_0000052,sa_0004998,52,Breast,31,0,"[25,50)",AVAILABLE,1,1,1,21,0.4504564388542041,0.6153846153846154,0.7319917131380816,0.4545362494937222,0.49917954327909203,0.824827837825512,16,5,15,11.71186814220102,9,3,3,0,0,1,1,3
fold3_0000053,sa_0004999,53,Breast,14,0,"[10,25)",AVAILABLE,1,1,1,6,0.31634785721860303,0.4,0.7908696430465075,0.39829807351376906,0.42321899736147756,0.8330243480410332,4,2,10,3.1634793630556732,5,0,5,0,0,0,0,2
fold3_0000054,sa_0005000,54,Breast,19,0,"[10,25)",AVAILABLE,1,1,1,14,0.4841071043199623,0.6060606060606061,0.7987767221279377,0.5766251849273344,0.5632818248712288,0.7914803483172511,10,4,9,7.987768020056099,2,2,4,1,0,2,0,2
fold3_0000055,sa_0005001,55,Breast,40,0,"[25,50)",AVAILABLE,1,1,1,20,0.28468491186972744,0.36666666666666664,0.7764133960083476,0.2869070667957406,0.3357153953705142,0.8317632007443592,11,9,29,8.540548132505219,17,6,6,0,0,3,0,6
fold3_0000056,sa_0005002,56,Breast,21,0,"[10,25)",AVAILABLE,1,1,1,13,0.4793038361834547,0.6470588235294118,0.7407422922835208,0.5015565782349757,0.5217279945359856,0.8368491921005387,11,2,10,8.148165955861021,7,0,3,0,0,0,0,2
fold3_0000057,sa_0005003,57,Breast,22,0,"[10,25)",AVAILABLE,1,1,1,12,0.4104500749190707,0.5294117647058824,0.7752945859582446,0.3924473965349064,0.4413201124759509,0.8704179073826882,9,3,13,6.977652048918787,0,10,3,0,0,3,0,0
fold3_0000058,sa_0005004,58,Breast,13,0,"[10,25)",AVAILABLE,1,1,1,10,0.5725821116692678,0.6956521739130435,0.8230867855245725,0.5915492957746479,0.6664752058204098,0.8010110294117647,8,2,5,6.584695107283364,1,0,4,0,0,0,2,0
fold3_0000059,sa_0005005,59,Breast,17,0,"[10,25)",AVAILABLE,1,1,1,15,0.6875567073616101,0.875,0.7857790941275544,0.6903331043956044,0.6903331043956044,0.8216770785717914,14,1,3,11.000908103564855,0,0,3,0,0,0,1,0
fold3_0000060,sa_0005006,60,Breast,27,0,"[25,50)",AVAILABLE,1,1,1,17,0.4990456619694644,0.6818181818181818,0.7319336375552146,0.46568481307018067,0.5423919146546884,0.8193873836392949,15,2,12,10.979005295261855,7,0,5,0,0,0,0,2
fold3_0000061,sa_0005007,61,Breast,38,0,"[25,50)",AVAILABLE,1,1,1,25,0.47228518740709974,0.6031746031746031,0.782999126490718,0.4121889392695205,0.517932431692493,0.8414977274366929,19,6,19,14.876984186322769,11,1,6,1,1,0,0,5
fold3_0000062,sa_0005008,62,Breast,40,0,"[25,50)",AVAILABLE,1,1,1,27,0.5537848311684689,0.7164179104477612,0.7729913268393211,0.5102879017465508,0.5732044920344738,0.8559381121551181,24,3,16,18.551792617135035,6,5,5,0,0,2,0,1
fold3_0000063,sa_0005009,63,Breast,29,0,"[25,50)",AVAILABLE,1,1,1,15,0.3757957508891928,0.5,0.7515915017783856,0.3038008361839605,0.3775230680507497,0.8398137003506201,11,4,18,8.267507271153743,3,11,4,0,0,3,0,1
fold3_0000064,sa_0005010,64,Breast,40,0,"[25,50)",AVAILABLE,1,1,1,25,0.4645956152629788,0.6153846153846154,0.7549678748023405,0.5132897398504023,0.5258785593266656,0.7906443640531537,20,5,20,15.099358251014687,4,5,10,1,2,1,0,2
fold3_0000065,sa_0005011,65,Breast,7,0,"[1,10)",AVAILABLE,1,1,1,4,0.5681656164261588,0.7272727272727273,0.7812277225859683,0.6346035648432699,0.6346035648432699,0.776461740928746,4,0,3,3.1249116715715957,0,0,3,0,0,0,0,0
fold3_0000066,sa_0005012,66,Breast,8,0,"[1,10)",AVAILABLE,1,1,1,8,0.7320879664033461,0.875,0.8366719616038241,0.7353797300873247,0.7353797300873247,0.8475144861238182,7,1,1,5.85670456789873,0,0,1,0,0,0,1,0
fold3_0000067,sa_0005013,67,Breast,25,0,"[25,50)",AVAILABLE,1,1,1,19,0.5700964803427495,0.6818181818181818,0.8361415045026993,0.6415292446420852,0.6381156316916489,0.9061437908496732,15,4,10,12.542123403681993,5,2,3,0,0,1,1,2
fold3_0000068,sa_0005014,68,Breast,42,0,"[25,50)",AVAILABLE,1,1,1,30,0.583286583728491,0.75,0.7777154449713213,0.5653664251312536,0.5938468000210007,0.8592133869161341,27,3,15,20.99831779194112,11,0,4,0,0,0,0,3
fold3_0000069,sa_0005015,69,Breast,9,0,"[1,10)",AVAILABLE,1,1,1,7,0.7640186959835105,0.875,0.8731642239811548,0.8093695153233428,0.8093695153233428,0.8946425906581107,7,0,2,6.112150441032307,0,0,2,0,0,0,0,0
